Task,SubTask,Node,Time
v9,k1267,n7,1266
v9,k1268,n8,1267
v9,k1269,n6,1268
v9,k1270,n7,1269
v9,k1271,n8,1270
v9,k1272,n6,1271
v9,k1273,n7,1272
v9,k1274,n8,1273
v9,k1275,n6,1274
v9,k1276,n7,1275
v9,k1277,n8,1276
v9,k1278,n6,1277
v9,k1279,n7,1278
v9,k1280,n8,1279
v9,k1281,n6,1280
v9,k1282,n7,1281
v9,k1283,n8,1282
v9,k1284,n6,1283
v9,k1285,n7,1284
v9,k1286,n8,1285
v9,k1287,n6,1286
v9,k1288,n7,1287
v9,k1289,n8,1288
v9,k1290,n6,1289
v9,k1291,n7,1290
v9,k1292,n8,1291
v9,k1293,n6,1292
v9,k1294,n7,1293
v9,k1295,n8,1294
v9,k1296,n6,1295
v9,k1297,n7,1296
v9,k1298,n8,1297
v9,k1299,n6,1298
v9,k1300,n7,1299
v9,k1301,n8,1300
v9,k1302,n6,1301
v9,k1303,n7,1302
v9,k1304,n8,1303
v9,k1305,n6,1304
v9,k1306,n7,1305
v9,k1307,n8,1306
v9,k1308,n6,1307
v9,k1309,n7,1308
v9,k1310,n8,1309
v9,k1311,n6,1310
v9,k1312,n7,1311
v9,k1313,n8,1312
v9,k1314,n6,1313
v9,k1315,n7,1314
v9,k1316,n8,1315
v9,k1317,n6,1316
v9,k1318,n7,1317
v9,k1319,n8,1318
v9,k1320,n6,1319
v9,k1321,n7,1320
v9,k1322,n8,1321
v9,k1323,n6,1322
v9,k1324,n7,1323
v9,k1325,n8,1324
v9,k1326,n6,1325
v9,k1327,n7,1326
v9,k1328,n8,1327
v9,k1329,n6,1328
v9,k1330,n7,1329
v9,k1331,n8,1330
v9,k1332,n6,1331
v9,k1333,n7,1332
v9,k1334,n8,1333
v9,k1335,n6,1334
v9,k1336,n7,1335
v9,k1337,n8,1336
v9,k1338,n6,1337
v9,k1339,n7,1338
v9,k1340,n8,1339
v9,k1341,n6,1340
v9,k1342,n7,1341
v9,k1343,n8,1342
v9,k1344,n6,1343
v9,k1345,n7,1344
v9,k1346,n8,1345
v9,k1347,n6,1346
v9,k1348,n7,1347
v9,k1349,n8,1348
v9,k1350,n6,1349
v9,k1351,n7,1350
v9,k1352,n8,1351
v9,k1353,n6,1352
v9,k1354,n7,1353
v9,k1355,n8,1354
v9,k1356,n6,1355
v9,k1357,n7,1356
v9,k1358,n8,1357
v9,k1359,n6,1358
v9,k1360,n7,1359
v9,k1361,n8,1360
v9,k1362,n6,1361
v9,k1363,n7,1362
v9,k1364,n8,1363
v9,k1365,n6,1364
v9,k1366,n7,1365
v9,k1367,n8,1366
v9,k1368,n6,1367
v9,k1369,n7,1368
v9,k1370,n8,1369
v9,k1371,n6,1370
v9,k1372,n7,1371
v9,k1373,n8,1372
v9,k1374,n6,1373
v9,k1375,n7,1374
v9,k1376,n8,1375
v9,k1377,n6,1376
v9,k1378,n7,1377
v9,k1379,n8,1378
v9,k1380,n6,1379
v9,k1381,n7,1380
v9,k1382,n8,1381
v9,k1383,n6,1382
v9,k1384,n7,1383
v9,k1385,n8,1384
v9,k1386,n6,1385
v9,k1387,n7,1386
v9,k1388,n8,1387
v9,k1389,n6,1388
v9,k1390,n7,1389
v9,k1391,n8,1390
v9,k1392,n6,1391
v9,k1393,n7,1392
v9,k1394,n8,1393
v9,k1395,n6,1394
v9,k1396,n7,1395
v9,k1397,n8,1396
v9,k1398,n6,1397
v9,k1399,n7,1398
v9,k1400,n8,1399
v9,k1401,n6,1400
v9,k1402,n7,1401
v9,k1403,n8,1402
v9,k1404,n6,1403
v9,k1405,n7,1404
v9,k1406,n8,1405
v9,k1407,n6,1406
v9,k1408,n7,1407
v9,k1409,n8,1408
v9,k1410,n6,1409
v9,k1411,n7,1410
v9,k1412,n8,1411
v9,k1413,n6,1412
v9,k1414,n7,1413
v9,k1415,n8,1414
v9,k1416,n6,1415
v9,k1417,n7,1416
v9,k1418,n8,1417
v9,k1419,n6,1418
v9,k1420,n7,1419
v9,k1421,n8,1420
v9,k1422,n6,1421
v9,k1423,n7,1422
v9,k1424,n8,1423
v9,k1425,n6,1424
v9,k1426,n7,1425
v9,k1427,n8,1426
v9,k1428,n6,1427
v9,k1429,n7,1428
v9,k1430,n8,1429
v9,k1431,n6,1430
v9,k1432,n7,1431
v9,k1433,n8,1432
v9,k1434,n6,1433
v9,k1435,n7,1434
v9,k1436,n8,1435
v9,k1437,n6,1436
v9,k1438,n7,1437
v9,k1439,n8,1438
v9,k1440,n6,1439
v9,k1441,n7,1440
v10,k1,n9,0
v10,k2,n10,2
v10,k3,n11,4
v10,k4,n12,6
v10,k5,n13,8
v10,k6,n14,10
v10,k7,n15,12
v10,k8,n16,14
v10,k9,n17,16
v10,k10,n18,18
v10,k11,n19,20
v10,k12,n20,22
v10,k13,n9,24
v10,k14,n10,26
v10,k15,n11,28
v10,k16,n12,30
v10,k17,n13,32
v10,k18,n14,34
v10,k19,n15,36
v10,k20,n16,38
v10,k21,n17,40
v10,k22,n18,42
v10,k23,n19,44
v10,k24,n20,46
v10,k25,n9,48
v10,k26,n10,50
v10,k27,n11,52
v10,k28,n12,54
v10,k29,n13,56
v10,k30,n14,58
v10,k31,n15,60
v10,k32,n16,62
v10,k33,n17,64
v10,k34,n18,66
v10,k35,n19,68
v10,k36,n20,70
v10,k37,n9,72
v10,k38,n10,74
v10,k39,n11,76
v10,k40,n12,78
v10,k41,n13,80
v10,k42,n14,82
v10,k43,n15,84
v10,k44,n16,86
v10,k45,n17,88
v10,k46,n18,90
v10,k47,n19,92
v10,k48,n20,94
v10,k49,n9,96
v10,k50,n10,98
v10,k51,n11,100
v10,k52,n12,102
v10,k53,n13,104
v10,k54,n14,106
v10,k55,n15,108
v10,k56,n16,110
v10,k57,n17,112
v10,k58,n18,114
v10,k59,n19,116
v10,k60,n20,118
v10,k61,n9,120
v10,k62,n10,122
v10,k63,n11,124
v10,k64,n12,126
v10,k65,n13,128
v10,k66,n14,130
v10,k67,n15,132
v10,k68,n16,134
v10,k69,n17,136
v10,k70,n18,138
v10,k71,n19,140
v10,k72,n20,142
v10,k73,n9,144
v10,k74,n10,146
v10,k75,n11,148
v10,k76,n12,150
v10,k77,n13,152
v10,k78,n14,154
v10,k79,n15,156
v10,k80,n16,158
v10,k81,n17,160
v10,k82,n18,162
v10,k83,n19,164
v10,k84,n20,166
v10,k85,n9,168
v10,k86,n10,170
v10,k87,n11,172
v10,k88,n12,174
v10,k89,n13,176
v10,k90,n14,178
v10,k91,n15,180
v10,k92,n16,182
v10,k93,n17,184
v10,k94,n18,186
v10,k95,n19,188
v10,k96,n20,190
v10,k97,n9,192
v10,k98,n10,194
v10,k99,n11,196
v10,k100,n12,198
v10,k101,n13,200
v10,k102,n14,202
v10,k103,n15,204
v10,k104,n16,206
v10,k105,n17,208
v10,k106,n18,210
v10,k107,n19,212
v10,k108,n20,214
v10,k109,n9,216
v10,k110,n10,218
v10,k111,n11,220
v10,k112,n12,222
v10,k113,n13,224
v10,k114,n14,226
v10,k115,n15,228
v10,k116,n16,230
v10,k117,n17,232
v10,k118,n18,234
v10,k119,n19,236
v10,k120,n20,238
v10,k121,n9,240
v10,k122,n10,242
v10,k123,n11,244
v10,k124,n12,246
v10,k125,n13,248
v10,k126,n14,250
v10,k127,n15,252
v10,k128,n16,254
v10,k129,n17,256
v10,k130,n18,258
v10,k131,n19,260
v10,k132,n20,262
v10,k133,n9,264
v10,k134,n10,266
v10,k135,n11,268
v10,k136,n12,270
v10,k137,n13,272
v10,k138,n14,274
v10,k139,n15,276
v10,k140,n16,278
v10,k141,n17,280
v10,k142,n18,282
v10,k143,n19,284
v10,k144,n20,286
v10,k145,n9,288
v10,k146,n10,290
v10,k147,n11,292
v10,k148,n12,294
v10,k149,n13,296
v10,k150,n14,298
v10,k151,n15,300
v10,k152,n16,302
v10,k153,n17,304
v10,k154,n18,306
v10,k155,n19,308
v10,k156,n20,310
v10,k157,n9,312
v10,k158,n10,314
v10,k159,n11,316
v10,k160,n12,318
v10,k161,n13,320
v10,k162,n14,322
v10,k163,n15,324
v10,k164,n16,326
v10,k165,n17,328
v10,k166,n18,330
v10,k167,n19,332
v10,k168,n20,334
v10,k169,n9,336
v10,k170,n10,338
v10,k171,n11,340
v10,k172,n12,342
v10,k173,n13,344
v10,k174,n14,346
v10,k175,n15,348
v10,k176,n16,350
v10,k177,n17,352
v10,k178,n18,354
v10,k179,n19,356
v10,k180,n20,358
v10,k181,n9,360
v10,k182,n10,362
v10,k183,n11,364
v10,k184,n12,366
v10,k185,n13,368
v10,k186,n14,370
v10,k187,n15,372
v10,k188,n16,374
v10,k189,n17,376
v10,k190,n18,378
v10,k191,n19,380
v10,k192,n20,382
v10,k193,n9,384
v10,k194,n10,386
v10,k195,n11,388
v10,k196,n12,390
v10,k197,n13,392
v10,k198,n14,394
v10,k199,n15,396
v10,k200,n16,398
v10,k201,n17,400
v10,k202,n18,402
v10,k203,n19,404
v10,k204,n20,406
v10,k205,n9,408
v10,k206,n10,410
v10,k207,n11,412
v10,k208,n12,414
v10,k209,n13,416
v10,k210,n14,418
v10,k211,n15,420
v10,k212,n16,422
v10,k213,n17,424
v10,k214,n18,426
v10,k215,n19,428
v10,k216,n20,430
v10,k217,n9,432
v10,k218,n10,434
v10,k219,n11,436
v10,k220,n12,438
v10,k221,n13,440
v10,k222,n14,442
v10,k223,n15,444
v10,k224,n16,446
v10,k225,n17,448
v10,k226,n18,450
v10,k227,n19,452
v10,k228,n20,454
v10,k229,n9,456
v10,k230,n10,458
v10,k231,n11,460
v10,k232,n12,462
v10,k233,n13,464
v10,k234,n14,466
v10,k235,n15,468
v10,k236,n16,470
v10,k237,n17,472
v10,k238,n18,474
v10,k239,n19,476
v10,k240,n20,478
v10,k241,n9,480
v10,k242,n10,482
v10,k243,n11,484
v10,k244,n12,486
v10,k245,n13,488
v10,k246,n14,490
v10,k247,n15,492
v10,k248,n16,494
v10,k249,n17,496
v10,k250,n18,498
v10,k251,n19,500
v10,k252,n20,502
v10,k253,n9,504
v10,k254,n10,506
v10,k255,n11,508
v10,k256,n12,510
v10,k257,n13,512
v10,k258,n14,514
v10,k259,n15,516
v10,k260,n16,518
v10,k261,n17,520
v10,k262,n18,522
v10,k263,n19,524
v10,k264,n20,526
v10,k265,n9,528
v10,k266,n10,530
v10,k267,n11,532
v10,k268,n12,534
v10,k269,n13,536
v10,k270,n14,538
v10,k271,n15,540
v10,k272,n16,542
v10,k273,n17,544
v10,k274,n18,546
v10,k275,n19,548
v10,k276,n20,550
v10,k277,n9,552
v10,k278,n10,554
v10,k279,n11,556
v10,k280,n12,558
v10,k281,n13,560
v10,k282,n14,562
v10,k283,n15,564
v10,k284,n16,566
v10,k285,n17,568
v10,k286,n18,570
v10,k287,n19,572
v10,k288,n20,574
v10,k289,n9,576
v10,k290,n10,578
v10,k291,n11,580
v10,k292,n12,582
v10,k293,n13,584
v10,k294,n14,586
v10,k295,n15,588
v10,k296,n16,590
v10,k297,n17,592
v10,k298,n18,594
v10,k299,n19,596
v10,k300,n20,598
v10,k301,n9,600
v10,k302,n10,602
v10,k303,n11,604
v10,k304,n12,606
v10,k305,n13,608
v10,k306,n14,610
v10,k307,n15,612
v10,k308,n16,614
v10,k309,n17,616
v10,k310,n18,618
v10,k311,n19,620
v10,k312,n20,622
v10,k313,n9,624
v10,k314,n10,626
v10,k315,n11,628
v10,k316,n12,630
v10,k317,n13,632
v10,k318,n14,634
v10,k319,n15,636
v10,k320,n16,638
v10,k321,n17,640
v10,k322,n18,642
v10,k323,n19,644
v10,k324,n20,646
v10,k325,n9,648
v10,k326,n10,650
v10,k327,n11,652
v10,k328,n12,654
v10,k329,n13,656
v10,k330,n14,658
v10,k331,n15,660
v10,k332,n16,662
v10,k333,n17,664
v10,k334,n18,666
v10,k335,n19,668
v10,k336,n20,670
v10,k337,n9,672
v10,k338,n10,674
v10,k339,n11,676
v10,k340,n12,678
v10,k341,n13,680
v10,k342,n14,682
v10,k343,n15,684
v10,k344,n16,686
v10,k345,n17,688
v10,k346,n18,690
v10,k347,n19,692
v10,k348,n20,694
v10,k349,n9,696
v10,k350,n10,698
v10,k351,n11,700
v10,k352,n12,702
v10,k353,n13,704
v10,k354,n14,706
v10,k355,n15,708
v10,k356,n16,710
v10,k357,n17,712
v10,k358,n18,714
v10,k359,n19,716
v10,k360,n20,718
v10,k361,n9,720
v10,k362,n10,722
v10,k363,n11,724
v10,k364,n12,726
v10,k365,n13,728
v10,k366,n14,730
v10,k367,n15,732
v10,k368,n16,734
v10,k369,n17,736
v10,k370,n18,738
v10,k371,n19,740
v10,k372,n20,742
v10,k373,n9,744
v10,k374,n10,746
v10,k375,n11,748
v10,k376,n12,750
v10,k377,n13,752
v10,k378,n14,754
v10,k379,n15,756
v10,k380,n16,758
v10,k381,n17,760
v10,k382,n18,762
v10,k383,n19,764
v10,k384,n20,766
v10,k385,n9,768
v10,k386,n10,770
v10,k387,n11,772
v10,k388,n12,774
v10,k389,n13,776
v10,k390,n14,778
v10,k391,n15,780
v10,k392,n16,782
v10,k393,n17,784
v10,k394,n18,786
v10,k395,n19,788
v10,k396,n20,790
v10,k397,n9,792
v10,k398,n10,794
v10,k399,n11,796
v10,k400,n12,798
v10,k401,n13,800
v10,k402,n14,802
v10,k403,n15,804
v10,k404,n16,806
v10,k405,n17,808
v10,k406,n18,810
v10,k407,n19,812
v10,k408,n20,814
v10,k409,n9,816
v10,k410,n10,818
v10,k411,n11,820
v10,k412,n12,822
v10,k413,n13,824
v10,k414,n14,826
v10,k415,n15,828
v10,k416,n16,830
v10,k417,n17,832
v10,k418,n18,834
v10,k419,n19,836
v10,k420,n20,838
v10,k421,n9,840
v10,k422,n10,842
v10,k423,n11,844
v10,k424,n12,846
v10,k425,n13,848
v10,k426,n14,850
v10,k427,n15,852
v10,k428,n16,854
v10,k429,n17,856
v10,k430,n18,858
v10,k431,n19,860
v10,k432,n20,862
v10,k433,n9,864
v10,k434,n10,866
v10,k435,n11,868
v10,k436,n12,870
v10,k437,n13,872
v10,k438,n14,874
v10,k439,n15,876
v10,k440,n16,878
v10,k441,n17,880
v10,k442,n18,882
v10,k443,n19,884
v10,k444,n20,886
v10,k445,n9,888
v10,k446,n10,890
v10,k447,n11,892
v10,k448,n12,894
v10,k449,n13,896
v10,k450,n14,898
v10,k451,n15,900
v10,k452,n16,902
v10,k453,n17,904
v10,k454,n18,906
v10,k455,n19,908
v10,k456,n20,910
v10,k457,n9,912
v10,k458,n10,914
v10,k459,n11,916
v10,k460,n12,918
v10,k461,n13,920
v10,k462,n14,922
v10,k463,n15,924
v10,k464,n16,926
v10,k465,n17,928
v10,k466,n18,930
v10,k467,n19,932
v10,k468,n20,934
v10,k469,n9,936
v10,k470,n10,938
v10,k471,n11,940
v10,k472,n12,942
v10,k473,n13,944
v10,k474,n14,946
v10,k475,n15,948
v10,k476,n16,950
v10,k477,n17,952
v10,k478,n18,954
v10,k479,n19,956
v10,k480,n20,958
v10,k481,n9,960
v10,k482,n10,962
v10,k483,n11,964
v10,k484,n12,966
v10,k485,n13,968
v10,k486,n14,970
v10,k487,n15,972
v10,k488,n16,974
v10,k489,n17,976
v10,k490,n18,978
v10,k491,n19,980
v10,k492,n20,982
v10,k493,n9,984
v10,k494,n10,986
v10,k495,n11,988
v10,k496,n12,990
v10,k497,n13,992
v10,k498,n14,994
v10,k499,n15,996
v10,k500,n16,998
v10,k501,n17,1000
v10,k502,n18,1002
v10,k503,n19,1004
v10,k504,n20,1006
v10,k505,n9,1008
v10,k506,n10,1010
v10,k507,n11,1012
v10,k508,n12,1014
v10,k509,n13,1016
v10,k510,n14,1018
v10,k511,n15,1020
v10,k512,n16,1022
v10,k513,n17,1024
v10,k514,n18,1026
v10,k515,n19,1028
v10,k516,n20,1030
v10,k517,n9,1032
v10,k518,n10,1034
v10,k519,n11,1036
v10,k520,n12,1038
v10,k521,n13,1040
v10,k522,n14,1042
v10,k523,n15,1044
v10,k524,n16,1046
v10,k525,n17,1048
v10,k526,n18,1050
v10,k527,n19,1052
v10,k528,n20,1054
v10,k529,n9,1056
v10,k530,n10,1058
v10,k531,n11,1060
v10,k532,n12,1062
v10,k533,n13,1064
v10,k534,n14,1066
v10,k535,n15,1068
v10,k536,n16,1070
v10,k537,n17,1072
v10,k538,n18,1074
v10,k539,n19,1076
v10,k540,n20,1078
v10,k541,n9,1080
v10,k542,n10,1082
v10,k543,n11,1084
v10,k544,n12,1086
v10,k545,n13,1088
v10,k546,n14,1090
v10,k547,n15,1092
v10,k548,n16,1094
v10,k549,n17,1096
v10,k550,n18,1098
v10,k551,n19,1100
v10,k552,n20,1102
v10,k553,n9,1104
v10,k554,n10,1106
v10,k555,n11,1108
v10,k556,n12,1110
v10,k557,n13,1112
v10,k558,n14,1114
v10,k559,n15,1116
v10,k560,n16,1118
v10,k561,n17,1120
v10,k562,n18,1122
v10,k563,n19,1124
v10,k564,n20,1126
v10,k565,n9,1128
v10,k566,n10,1130
v10,k567,n11,1132
v10,k568,n12,1134
v10,k569,n13,1136
v10,k570,n14,1138
v10,k571,n15,1140
v10,k572,n16,1142
v10,k573,n17,1144
v10,k574,n18,1146
v10,k575,n19,1148
v10,k576,n20,1150
v10,k577,n9,1152
v10,k578,n10,1154
v10,k579,n11,1156
v10,k580,n12,1158
v10,k581,n13,1160
v10,k582,n14,1162
v10,k583,n15,1164
v10,k584,n16,1166
v10,k585,n17,1168
v10,k586,n18,1170
v10,k587,n19,1172
v10,k588,n20,1174
v10,k589,n9,1176
v10,k590,n10,1178
v10,k591,n11,1180
v10,k592,n12,1182
v10,k593,n13,1184
v10,k594,n14,1186
v10,k595,n15,1188
v10,k596,n16,1190
v10,k597,n17,1192
v10,k598,n18,1194
v10,k599,n19,1196
v10,k600,n20,1198
v10,k601,n9,1200
v10,k602,n10,1202
v10,k603,n11,1204
v10,k604,n12,1206
v10,k605,n13,1208
v10,k606,n14,1210
v10,k607,n15,1212
v10,k608,n16,1214
v10,k609,n17,1216
v10,k610,n18,1218
v10,k611,n19,1220
v10,k612,n20,1222
v10,k613,n9,1224
v10,k614,n10,1226
v10,k615,n11,1228
v10,k616,n12,1230
v10,k617,n13,1232
v10,k618,n14,1234
v10,k619,n15,1236
v10,k620,n16,1238
v10,k621,n17,1240
v10,k622,n18,1242
v10,k623,n19,1244
v10,k624,n20,1246
v10,k625,n9,1248
v10,k626,n10,1250
v10,k627,n11,1252
v10,k628,n12,1254
v10,k629,n13,1256
v10,k630,n14,1258
v10,k631,n15,1260
v10,k632,n16,1262
v10,k633,n17,1264
v10,k634,n18,1266
v10,k635,n19,1268
v10,k636,n20,1270
v10,k637,n9,1272
v10,k638,n10,1274
v10,k639,n11,1276
v10,k640,n12,1278
v10,k641,n13,1280
v10,k642,n14,1282
v10,k643,n15,1284
v10,k644,n16,1286
v10,k645,n17,1288
v10,k646,n18,1290
v10,k647,n19,1292
v10,k648,n20,1294
v10,k649,n9,1296
v10,k650,n10,1298
v10,k651,n11,1300
v10,k652,n12,1302
v10,k653,n13,1304
v10,k654,n14,1306
v10,k655,n15,1308
v10,k656,n16,1310
v10,k657,n17,1312
v10,k658,n18,1314
v10,k659,n19,1316
v10,k660,n20,1318
v10,k661,n9,1320
v10,k662,n10,1322
v10,k663,n11,1324
v10,k664,n12,1326
v10,k665,n13,1328
v10,k666,n14,1330
v10,k667,n15,1332
v10,k668,n16,1334
v10,k669,n17,1336
v10,k670,n18,1338
v10,k671,n19,1340
v10,k672,n20,1342
v10,k673,n9,1344
v10,k674,n10,1346
v10,k675,n11,1348
v10,k676,n12,1350
v10,k677,n13,1352
v10,k678,n14,1354
v10,k679,n15,1356
v10,k680,n16,1358
v10,k681,n17,1360
v10,k682,n18,1362
v10,k683,n19,1364
v10,k684,n20,1366
v10,k685,n9,1368
v10,k686,n10,1370
v10,k687,n11,1372
v10,k688,n12,1374
v10,k689,n13,1376
v10,k690,n14,1378
v10,k691,n15,1380
v10,k692,n16,1382
v10,k693,n17,1384
v10,k694,n18,1386
v10,k695,n19,1388
v10,k696,n20,1390
v10,k697,n9,1392
v10,k698,n10,1394
v10,k699,n11,1396
v10,k700,n12,1398
v10,k701,n13,1400
v10,k702,n14,1402
v10,k703,n15,1404
v10,k704,n16,1406
v10,k705,n17,1408
v10,k706,n18,1410
v10,k707,n19,1412
v10,k708,n20,1414
v10,k709,n9,1416
v10,k710,n10,1418
v10,k711,n11,1420
v10,k712,n12,1422
v10,k713,n13,1424
v10,k714,n14,1426
v10,k715,n15,1428
v10,k716,n16,1430
v10,k717,n17,1432
v10,k718,n18,1434
v10,k719,n19,1436
v10,k720,n20,1438
v10,k721,n9,1440
v11,k1,n13,0
v11,k2,n14,2
v11,k3,n15,4
v11,k4,n16,6
v11,k5,n17,8
v11,k6,n18,10
v11,k7,n19,12
v11,k8,n20,14
v11,k9,n9,16
v11,k10,n10,18
v11,k11,n11,20
v11,k12,n12,22
v11,k13,n13,24
v11,k14,n14,26
v11,k15,n15,28
v11,k16,n16,30
v11,k17,n17,32
v11,k18,n18,34
v11,k19,n19,36
v11,k20,n20,38
v11,k21,n9,40
v11,k22,n10,42
v11,k23,n11,44
v11,k24,n12,46
v11,k25,n13,48
v11,k26,n14,50
v11,k27,n15,52
v11,k28,n16,54
v11,k29,n17,56
v11,k30,n18,58
v11,k31,n19,60
v11,k32,n20,62
v11,k33,n9,64
v11,k34,n10,66
v11,k35,n11,68
v11,k36,n12,70
v11,k37,n13,72
v11,k38,n14,74
v11,k39,n15,76
v11,k40,n16,78
v11,k41,n17,80
v11,k42,n18,82
v11,k43,n19,84
v11,k44,n20,86
v11,k45,n9,88
v11,k46,n10,90
v11,k47,n11,92
v11,k48,n12,94
v11,k49,n13,96
v11,k50,n14,98
v11,k51,n15,100
v11,k52,n16,102
v11,k53,n17,104
v11,k54,n18,106
v11,k55,n19,108
v11,k56,n20,110
v11,k57,n9,112
v11,k58,n10,114
v11,k59,n11,116
v11,k60,n12,118
v11,k61,n13,120
v11,k62,n14,122
v11,k63,n15,124
v11,k64,n16,126
v11,k65,n17,128
v11,k66,n18,130
v11,k67,n19,132
v11,k68,n20,134
v11,k69,n9,136
v11,k70,n10,138
v11,k71,n11,140
v11,k72,n12,142
v11,k73,n13,144
v11,k74,n14,146
v11,k75,n15,148
v11,k76,n16,150
v11,k77,n17,152
v11,k78,n18,154
v11,k79,n19,156
v11,k80,n20,158
v11,k81,n9,160
v11,k82,n10,162
v11,k83,n11,164
v11,k84,n12,166
v11,k85,n13,168
v11,k86,n14,170
v11,k87,n15,172
v11,k88,n16,174
v11,k89,n17,176
v11,k90,n18,178
v11,k91,n19,180
v11,k92,n20,182
v11,k93,n9,184
v11,k94,n10,186
v11,k95,n11,188
v11,k96,n12,190
v11,k97,n13,192
v11,k98,n14,194
v11,k99,n15,196
v11,k100,n16,198
v11,k101,n17,200
v11,k102,n18,202
v11,k103,n19,204
v11,k104,n20,206
v11,k105,n9,208
v11,k106,n10,210
v11,k107,n11,212
v11,k108,n12,214
v11,k109,n13,216
v11,k110,n14,218
v11,k111,n15,220
v11,k112,n16,222
v11,k113,n17,224
v11,k114,n18,226
v11,k115,n19,228
v11,k116,n20,230
v11,k117,n9,232
v11,k118,n10,234
v11,k119,n11,236
v11,k120,n12,238
v11,k121,n13,240
v11,k122,n14,242
v11,k123,n15,244
v11,k124,n16,246
v11,k125,n17,248
v11,k126,n18,250
v11,k127,n19,252
v11,k128,n20,254
v11,k129,n9,256
v11,k130,n10,258
v11,k131,n11,260
v11,k132,n12,262
v11,k133,n13,264
v11,k134,n14,266
v11,k135,n15,268
v11,k136,n16,270
v11,k137,n17,272
v11,k138,n18,274
v11,k139,n19,276
v11,k140,n20,278
v11,k141,n9,280
v11,k142,n10,282
v11,k143,n11,284
v11,k144,n12,286
v11,k145,n13,288
v11,k146,n14,290
v11,k147,n15,292
v11,k148,n16,294
v11,k149,n17,296
v11,k150,n18,298
v11,k151,n19,300
v11,k152,n20,302
v11,k153,n9,304
v11,k154,n10,306
v11,k155,n11,308
v11,k156,n12,310
v11,k157,n13,312
v11,k158,n14,314
v11,k159,n15,316
v11,k160,n16,318
v11,k161,n17,320
v11,k162,n18,322
v11,k163,n19,324
v11,k164,n20,326
v11,k165,n9,328
v11,k166,n10,330
v11,k167,n11,332
v11,k168,n12,334
v11,k169,n13,336
v11,k170,n14,338
v11,k171,n15,340
v11,k172,n16,342
v11,k173,n17,344
v11,k174,n18,346
v11,k175,n19,348
v11,k176,n20,350
v11,k177,n9,352
v11,k178,n10,354
v11,k179,n11,356
v11,k180,n12,358
v11,k181,n13,360
v11,k182,n14,362
v11,k183,n15,364
v11,k184,n16,366
v11,k185,n17,368
v11,k186,n18,370
v11,k187,n19,372
v11,k188,n20,374
v11,k189,n9,376
v11,k190,n10,378
v11,k191,n11,380
v11,k192,n12,382
v11,k193,n13,384
v11,k194,n14,386
v11,k195,n15,388
v11,k196,n16,390
v11,k197,n17,392
v11,k198,n18,394
v11,k199,n19,396
v11,k200,n20,398
v11,k201,n9,400
v11,k202,n10,402
v11,k203,n11,404
v11,k204,n12,406
v11,k205,n13,408
v11,k206,n14,410
v11,k207,n15,412
v11,k208,n16,414
v11,k209,n17,416
v11,k210,n18,418
v11,k211,n19,420
v11,k212,n20,422
v11,k213,n9,424
v11,k214,n10,426
v11,k215,n11,428
v11,k216,n12,430
v11,k217,n13,432
v11,k218,n14,434
v11,k219,n15,436
v11,k220,n16,438
v11,k221,n17,440
v11,k222,n18,442
v11,k223,n19,444
v11,k224,n20,446
v11,k225,n9,448
v11,k226,n10,450
v11,k227,n11,452
v11,k228,n12,454
v11,k229,n13,456
v11,k230,n14,458
v11,k231,n15,460
v11,k232,n16,462
v11,k233,n17,464
v11,k234,n18,466
v11,k235,n19,468
v11,k236,n20,470
v11,k237,n9,472
v11,k238,n10,474
v11,k239,n11,476
v11,k240,n12,478
v11,k241,n13,480
v11,k242,n14,482
v11,k243,n15,484
v11,k244,n16,486
v11,k245,n17,488
v11,k246,n18,490
v11,k247,n19,492
v11,k248,n20,494
v11,k249,n9,496
v11,k250,n10,498
v11,k251,n11,500
v11,k252,n12,502
v11,k253,n13,504
v11,k254,n14,506
v11,k255,n15,508
v11,k256,n16,510
v11,k257,n17,512
v11,k258,n18,514
v11,k259,n19,516
v11,k260,n20,518
v11,k261,n9,520
v11,k262,n10,522
v11,k263,n11,524
v11,k264,n12,526
v11,k265,n13,528
v11,k266,n14,530
v11,k267,n15,532
v11,k268,n16,534
v11,k269,n17,536
v11,k270,n18,538
v11,k271,n19,540
v11,k272,n20,542
v11,k273,n9,544
v11,k274,n10,546
v11,k275,n11,548
v11,k276,n12,550
v11,k277,n13,552
v11,k278,n14,554
v11,k279,n15,556
v11,k280,n16,558
v11,k281,n17,560
v11,k282,n18,562
v11,k283,n19,564
v11,k284,n20,566
v11,k285,n9,568
v11,k286,n10,570
v11,k287,n11,572
v11,k288,n12,574
v11,k289,n13,576
v11,k290,n14,578
v11,k291,n15,580
v11,k292,n16,582
v11,k293,n17,584
v11,k294,n18,586
v11,k295,n19,588
v11,k296,n20,590
v11,k297,n9,592
v11,k298,n10,594
v11,k299,n11,596
v11,k300,n12,598
v11,k301,n13,600
v11,k302,n14,602
v11,k303,n15,604
v11,k304,n16,606
v11,k305,n17,608
v11,k306,n18,610
v11,k307,n19,612
v11,k308,n20,614
v11,k309,n9,616
v11,k310,n10,618
v11,k311,n11,620
v11,k312,n12,622
v11,k313,n13,624
v11,k314,n14,626
v11,k315,n15,628
v11,k316,n16,630
v11,k317,n17,632
v11,k318,n18,634
v11,k319,n19,636
v11,k320,n20,638
v11,k321,n9,640
v11,k322,n10,642
v11,k323,n11,644
